b,x,x,b,b,o,x,o,o,jogando
b,b,x,x,b,o,o,x,o,jogando
b,b,x,x,b,o,o,o,x,jogando
b,b,x,b,b,o,o,b,b,jogando
b,b,x,b,b,o,b,o,b,jogando
x,b,x,b,b,o,b,b,o,jogando
b,b,x,b,b,b,o,o,b,jogando
b,b,x,b,b,b,b,o,o,jogando
b,b,x,b,b,o,o,b,o,jogando
b,b,x,b,b,o,b,o,o,jogando
b,b,x,b,b,o,x,o,o,jogando
b,b,x,b,b,o,o,x,o,jogando
b,b,x,b,b,o,o,o,x,jogando
b,b,x,b,b,o,o,b,b,jogando
b,x,x,b,b,o,b,o,b,jogando
b,b,x,b,b,o,b,b,o,jogando
b,b,x,b,b,b,o,o,b,jogando
b,b,x,b,b,b,b,o,o,jogando
b,x,x,b,b,x,x,o,o,jogando
b,b,x,b,b,x,o,x,o,jogando
x,b,x,b,o,x,o,b,b,jogando
b,b,x,b,b,x,b,o,b,jogando
b,x,x,o,b,x,b,b,o,jogando
b,b,x,b,b,b,x,o,b,jogando
b,b,x,b,b,b,o,x,b,jogando
b,b,x,b,b,b,o,b,x,jogando
b,b,x,b,b,b,b,x,o,jogando
b,b,x,b,b,b,b,o,x,jogando
b,b,x,o,o,b,b,b,b,jogando
b,b,x,b,b,x,o,o,b,jogando
b,b,x,b,b,x,o,b,o,jogando
x,b,x,b,b,x,b,o,o,jogando
b,b,x,b,b,o,x,b,o,jogando
x,b,x,b,b,o,o,x,b,jogando
b,x,x,b,b,o,o,b,x,jogando
b,b,x,b,b,o,b,o,x,jogando
b,b,x,b,b,o,b,b,b,jogando
x,b,x,b,b,b,o,o,x,jogando
b,b,x,b,b,b,o,b,b,jogando
b,b,x,b,b,b,b,o,b,jogando
b,b,x,b,b,b,b,b,o,jogando
b,b,x,b,b,o,o,o,b,jogando
b,x,x,b,b,o,o,b,o,jogando
b,x,x,b,x,o,b,o,o,jogando
b,b,x,b,b,x,o,o,b,jogando
b,b,x,b,b,x,b,o,o,jogando
b,b,x,b,b,o,x,o,b,jogando
b,b,x,b,b,o,x,b,o,jogando
b,b,x,b,b,o,o,x,b,jogando
b,b,x,b,b,o,o,b,x,jogando
b,b,x,b,b,o,b,x,o,jogando
b,x,x,b,o,o,b,o,x,jogando
b,b,x,b,b,o,b,b,b,jogando
b,b,x,b,b,b,x,o,o,jogando
x,b,x,b,b,b,o,x,o,jogando
b,b,x,b,b,b,o,o,x,jogando
b,b,x,b,b,b,o,b,b,jogando
b,x,x,b,b,b,b,b,o,jogando
b,b,x,b,b,o,o,x,o,jogando
b,b,x,b,b,o,o,o,x,jogando
b,b,x,b,b,o,b,o,b,jogando
x,b,x,b,b,o,b,b,o,jogando
b,b,x,b,b,b,o,b,o,jogando
b,b,x,b,b,b,b,o,o,jogando
b,b,o,b,b,o,o,o,x,jogando
b,x,o,b,b,x,x,o,o,jogando
b,b,o,b,b,o,x,o,x,jogando
b,b,o,b,b,o,x,b,b,jogando
b,b,o,b,b,b,x,o,b,jogando
b,b,o,b,o,b,x,b,o,jogando
b,x,o,b,b,o,x,o,b,jogando
x,b,o,o,b,x,o,x,o,jogando
x,b,o,b,b,x,o,o,x,jogando
b,b,o,b,b,o,x,o,x,jogando
b,b,o,b,b,o,o,x,x,jogando
b,b,o,b,b,o,b,b,x,jogando
b,b,o,b,b,b,o,x,b,jogando
b,x,o,b,b,b,o,b,x,jogando
b,b,o,b,b,b,b,x,o,jogando
b,b,o,b,b,b,b,o,x,jogando
b,x,o,b,b,o,o,b,x,jogando
b,b,o,b,b,o,b,o,x,jogando
b,b,o,b,b,b,o,o,x,jogando
b,b,b,b,b,o,x,o,b,jogando
b,b,b,b,o,o,x,b,o,jogando
b,b,b,x,o,b,x,o,o,jogando
b,b,b,o,x,o,o,x,b,jogando
b,b,b,b,b,o,o,b,x,jogando
b,b,b,b,x,o,b,x,o,jogando
x,b,b,b,b,o,b,o,x,jogando
b,b,b,o,x,b,o,x,o,jogando
b,b,b,b,b,b,o,o,x,jogando
b,b,b,b,x,o,o,x,o,jogando
b,b,b,b,b,o,o,o,x,jogando
b,b,x,x,x,o,o,o,x,jogando
b,b,x,x,o,o,x,x,o,jogando
x,b,x,b,b,b,x,b,o,jogando
b,b,x,b,b,o,x,o,b,jogando
b,o,x,b,b,o,x,b,o,jogando
b,o,x,b,b,b,x,o,o,jogando
b,b,x,b,b,o,x,b,b,jogando
b,b,x,b,b,o,o,x,x,jogando
b,b,x,b,b,o,b,b,x,jogando
b,b,x,b,b,b,x,o,b,jogando
b,b,x,b,b,b,o,b,x,jogando
b,b,x,b,b,b,b,o,x,jogando
b,b,x,b,b,o,x,o,b,jogando
b,b,x,b,b,o,o,b,x,jogando
b,b,x,b,b,b,x,o,o,jogando
b,b,o,b,b,x,x,o,o,jogando
b,b,o,b,b,x,o,x,o,jogando
b,b,o,b,b,x,o,o,x,jogando
b,b,o,b,b,x,o,b,b,jogando
b,b,o,b,b,x,b,o,b,jogando
x,b,o,b,b,o,x,b,b,jogando
b,b,o,b,b,o,o,x,x,jogando
b,o,o,b,b,o,b,b,x,jogando
x,o,o,b,b,b,x,o,b,jogando
b,b,o,b,b,b,x,b,o,jogando
b,b,o,b,b,b,o,b,x,jogando
b,b,o,b,b,x,x,x,o,jogando
b,b,o,b,b,x,x,b,b,jogando
b,b,o,b,b,b,x,b,x,jogando
b,b,o,b,b,x,x,o,b,jogando
b,b,o,b,b,o,x,x,b,jogando
b,b,o,b,b,o,x,b,x,jogando
b,b,o,b,b,b,x,x,o,jogando
b,b,o,b,b,b,x,o,x,jogando
b,b,o,b,b,x,x,o,x,jogando
x,b,o,b,b,x,b,b,x,jogando
b,b,o,b,b,b,b,x,x,jogando
b,b,o,b,b,o,x,b,x,jogando
b,o,o,b,b,o,b,x,x,jogando
b,b,o,b,b,b,x,o,x,jogando
b,b,o,b,b,b,o,x,x,jogando
b,b,b,b,b,x,o,o,b,jogando
b,b,b,b,x,x,o,b,o,jogando
x,b,b,x,b,x,b,o,o,jogando
x,b,b,b,x,o,x,o,b,jogando
b,b,b,b,b,o,x,b,o,jogando
b,b,b,x,b,o,o,b,x,jogando
b,b,b,b,b,o,b,o,x,jogando
b,b,b,b,b,b,x,o,o,jogando
b,o,b,b,b,x,x,b,o,jogando
b,b,b,b,b,b,x,x,o,jogando
b,b,b,x,b,b,x,b,b,jogando
b,b,b,b,b,x,x,o,o,jogando
b,b,b,b,b,o,x,x,o,jogando
b,b,b,b,b,o,x,o,x,jogando
b,b,b,o,b,x,o,b,x,jogando
b,b,b,b,b,x,b,o,x,jogando
x,b,b,b,b,o,b,x,x,jogando
x,b,b,b,b,b,x,o,x,jogando
b,b,b,b,b,b,b,b,x,jogando
b,o,b,b,b,o,x,o,x,jogando
b,b,b,b,b,o,o,x,x,jogando
b,b,b,b,b,o,b,b,x,jogando
b,b,b,b,b,b,o,b,x,jogando
b,b,b,b,b,b,b,o,x,jogando
b,b,x,b,o,o,x,o,b,jogando
b,b,x,b,b,o,x,b,o,jogando
b,b,x,b,o,b,x,o,o,jogando
b,b,x,b,b,o,x,o,o,jogando
b,b,x,b,b,o,x,b,o,jogando
b,b,x,b,b,o,o,b,x,jogando
b,b,x,b,b,o,b,o,x,jogando
b,b,x,b,b,b,x,o,o,jogando
b,b,x,b,b,b,o,o,x,jogando
b,b,x,b,b,o,x,o,o,jogando
b,b,o,b,b,x,o,o,b,jogando
b,b,o,b,b,x,o,b,o,jogando
b,b,o,b,b,x,b,o,o,jogando
b,b,o,b,x,o,x,o,b,jogando
b,b,o,x,x,o,b,o,x,jogando
x,b,o,b,b,x,x,o,b,jogando
b,b,o,b,b,x,x,b,o,jogando
b,b,o,b,b,o,x,x,b,jogando
b,b,o,b,b,o,x,b,x,jogando
b,b,o,b,b,b,x,x,o,jogando
b,b,o,b,b,b,x,o,x,jogando
b,b,o,b,b,x,x,o,o,jogando
b,b,o,b,b,o,x,o,x,jogando
x,b,o,b,b,o,x,b,b,jogando
b,b,o,o,b,x,o,b,x,jogando
b,b,o,b,b,x,b,o,x,jogando
b,b,o,b,b,o,x,b,x,jogando
b,b,o,o,b,o,b,x,x,jogando
b,b,o,b,b,b,x,o,x,jogando
b,b,o,b,b,b,o,x,x,jogando
b,b,o,b,b,x,o,o,x,jogando
x,b,o,b,b,o,x,o,x,jogando
b,b,o,b,b,o,o,x,x,jogando
b,b,o,b,b,b,o,b,x,jogando
b,b,b,b,b,o,x,o,o,jogando
b,b,b,b,b,o,o,o,x,jogando
b,b,b,b,o,x,x,o,o,jogando
b,b,b,b,b,o,x,x,o,jogando
b,b,b,b,b,o,x,o,x,jogando
x,b,b,b,b,o,x,b,b,jogando
b,b,b,b,b,b,x,o,b,jogando
b,b,b,b,b,o,x,o,b,jogando
b,b,b,b,b,o,x,b,o,jogando
b,b,b,b,b,b,x,o,o,jogando
b,b,b,b,b,x,o,o,x,jogando
b,b,b,b,b,o,o,x,x,jogando
x,b,b,b,b,o,b,b,x,jogando
b,b,b,b,b,b,o,b,x,jogando
b,b,b,b,b,b,b,o,x,jogando
b,b,b,b,b,b,o,o,x,jogando
b,b,x,b,b,o,x,o,o,jogando
b,b,x,b,x,o,o,x,o,jogando
b,b,x,b,b,x,x,o,o,jogando
o,b,x,b,b,o,x,o,x,jogando
b,b,x,b,b,b,b,x,o,jogando
b,b,x,b,b,o,x,o,b,jogando
b,b,x,b,b,o,x,b,o,jogando
b,b,x,b,b,o,o,x,b,jogando
b,b,x,b,b,b,x,o,o,jogando
b,b,o,b,x,x,x,o,o,jogando
b,b,o,b,b,x,o,x,o,jogando
b,b,o,b,b,x,o,o,x,jogando
b,b,o,b,b,x,o,b,b,jogando
b,x,o,b,b,x,b,o,b,jogando
b,b,o,b,b,x,b,b,o,jogando
b,b,o,b,b,o,o,x,x,jogando
b,b,o,b,b,o,b,x,b,jogando
b,b,o,b,b,b,o,x,b,jogando
o,b,o,b,x,b,b,x,o,jogando
b,b,o,o,x,x,x,x,o,jogando
b,b,o,b,b,x,b,x,b,jogando
b,b,o,b,b,b,x,x,b,jogando
b,b,o,b,b,b,b,x,x,jogando
o,b,o,b,b,o,x,x,b,jogando
b,x,o,b,b,o,b,x,x,jogando
b,b,o,b,b,b,o,x,x,jogando
b,b,o,b,b,b,b,x,b,jogando
b,b,b,b,b,x,o,o,b,jogando
b,b,b,b,b,x,o,b,o,jogando
b,b,b,x,b,x,b,o,o,jogando
b,b,b,b,b,o,o,x,b,jogando
b,b,b,b,b,o,b,x,o,jogando
b,b,b,o,b,x,b,x,o,jogando
o,x,b,b,b,o,x,x,b,jogando
b,x,b,b,b,o,b,x,x,jogando
b,b,b,b,b,b,b,x,b,jogando
o,b,b,b,x,x,o,x,o,jogando
b,b,b,b,b,o,x,x,o,jogando
b,b,b,b,x,o,o,x,x,jogando
b,x,b,b,b,o,b,x,b,jogando
b,b,b,b,b,b,o,x,b,jogando
b,b,b,b,b,b,b,x,o,jogando
o,b,x,b,b,x,o,x,o,jogando
b,o,x,b,b,x,o,b,b,jogando
b,b,x,b,b,x,b,o,b,jogando
b,b,x,b,b,x,b,b,o,jogando
b,b,x,b,b,o,x,o,x,jogando
b,b,x,b,b,b,x,o,b,jogando
o,o,x,x,b,b,x,b,o,jogando
b,b,x,b,b,x,x,b,b,jogando
b,b,x,b,b,x,x,o,b,jogando
b,b,x,b,b,o,x,b,x,jogando
b,b,x,b,b,b,x,o,x,jogando
b,b,x,b,b,b,x,b,b,jogando
b,o,b,b,x,x,x,o,b,jogando
b,b,b,x,b,x,x,b,o,jogando
b,o,b,b,b,x,o,x,b,jogando
b,o,b,b,b,x,b,x,o,jogando
b,b,b,b,x,x,b,o,x,jogando
b,b,x,x,b,x,o,o,b,jogando
b,b,x,b,x,x,o,b,o,jogando
o,b,x,b,b,x,b,o,o,jogando
b,b,x,b,b,o,x,x,b,jogando
b,b,x,b,b,b,x,x,o,jogando
b,b,x,b,b,b,x,b,b,jogando
b,b,x,b,b,o,x,x,o,jogando
b,b,x,b,b,o,x,b,b,jogando
o,b,x,b,b,b,x,o,b,jogando
b,b,o,b,b,x,x,o,b,jogando
b,b,o,b,x,x,x,b,o,jogando
b,b,o,b,b,x,o,x,b,jogando
b,b,o,b,b,x,o,b,x,jogando
b,b,o,x,b,x,b,x,o,jogando
b,b,o,b,b,x,b,o,x,jogando
o,b,o,b,b,x,b,b,b,jogando
b,b,b,b,b,x,x,o,o,jogando
b,b,b,x,b,x,o,x,o,jogando
b,b,b,b,b,x,o,o,x,jogando
o,b,b,b,b,x,o,b,b,jogando
b,b,x,b,b,o,x,o,b,jogando
b,b,x,b,b,o,o,x,b,jogando
b,b,x,b,b,o,b,x,o,jogando
b,b,x,b,b,b,x,o,o,jogando
b,b,x,o,b,b,o,x,o,jogando
b,b,x,b,b,o,x,o,o,jogando
b,b,x,b,b,o,o,x,o,jogando
b,b,o,x,b,x,o,o,b,jogando
b,b,o,b,b,x,b,o,o,jogando
b,b,o,b,b,o,o,x,b,jogando
b,x,o,b,b,b,o,x,o,jogando
b,b,o,b,b,o,x,x,b,jogando
b,b,o,b,b,o,b,x,x,jogando
b,b,o,b,b,b,o,x,x,jogando
b,b,o,b,b,o,o,x,x,jogando
b,b,o,b,b,b,o,x,b,jogando
b,x,o,b,b,b,b,x,o,jogando
b,b,b,b,b,o,o,x,o,jogando
b,b,b,b,b,x,o,x,o,jogando
b,b,b,b,b,o,x,x,o,jogando
b,x,b,o,b,o,o,x,x,jogando
b,b,b,b,b,o,b,x,b,jogando
b,b,b,b,b,b,o,x,b,jogando
b,b,b,b,b,o,o,x,b,jogando
b,b,b,b,b,o,b,x,o,jogando
b,b,b,b,b,b,o,x,o,jogando
b,b,x,b,b,x,o,o,b,jogando
b,b,x,b,b,x,o,b,o,jogando
b,b,x,b,b,x,b,o,o,jogando
b,b,x,b,b,o,x,o,b,jogando
b,b,x,b,b,o,x,b,o,jogando
b,b,x,b,b,x,x,o,b,jogando
b,b,x,b,b,x,x,b,o,jogando
b,b,x,o,b,o,x,b,x,jogando
b,b,x,b,b,b,x,o,x,jogando
b,b,x,b,b,b,x,b,b,jogando
b,b,x,b,b,x,x,o,o,jogando
b,b,x,b,b,o,x,x,o,jogando
b,b,x,b,b,o,x,o,x,jogando
b,b,x,b,b,o,x,b,b,jogando
b,b,x,b,b,b,x,o,b,jogando
b,b,x,b,b,b,x,b,o,jogando
b,b,o,b,b,x,x,o,b,jogando
b,o,o,x,b,x,x,b,o,jogando
b,o,o,x,b,x,o,x,b,jogando
b,b,o,x,b,x,o,b,x,jogando
b,o,b,b,b,x,x,o,o,jogando
b,o,b,b,b,x,o,x,o,jogando
b,o,b,x,b,x,o,o,x,jogando
b,b,b,b,b,x,o,b,b,jogando
b,b,b,b,b,x,b,o,b,jogando
b,b,b,x,b,x,b,b,o,jogando
b,b,x,b,b,o,x,o,o,jogando
b,b,x,b,b,x,x,o,o,jogando
b,b,x,b,b,o,x,o,x,jogando
b,b,x,b,b,o,x,b,b,jogando
b,b,x,b,b,b,x,o,b,jogando
b,b,x,b,b,o,x,o,b,jogando
b,b,x,b,b,o,x,b,o,jogando
b,b,x,b,b,b,x,o,o,jogando
b,b,o,b,b,x,o,x,o,jogando
b,b,o,b,b,x,o,b,b,jogando
b,b,o,b,b,x,b,b,o,jogando
b,b,b,b,b,x,o,o,b,jogando
b,b,b,b,b,x,o,b,o,jogando
b,b,b,b,b,x,b,o,o,jogando
b,b,o,b,b,x,o,o,b,jogando
b,x,o,b,b,x,o,b,o,jogando
b,b,o,b,b,o,o,x,b,jogando
x,b,o,b,b,o,o,b,x,jogando
b,b,o,b,b,b,o,x,o,jogando
b,b,o,b,b,b,o,o,x,jogando
b,b,o,b,b,b,o,b,b,jogando
b,b,o,b,b,o,x,x,b,jogando
b,b,o,b,b,o,x,b,x,jogando
b,b,o,b,o,o,b,x,x,jogando
x,b,o,b,b,x,o,x,o,jogando
b,b,o,b,b,x,o,o,x,jogando
b,b,o,b,b,o,o,x,x,jogando
x,b,o,b,b,b,o,x,b,jogando
b,b,b,b,b,o,x,x,o,jogando
b,b,b,b,b,o,x,o,x,jogando
b,b,b,b,b,o,o,x,x,jogando
b,b,x,b,b,x,o,o,b,jogando
b,b,x,b,b,x,b,o,o,jogando
b,b,x,b,b,o,b,o,x,jogando
b,b,x,b,b,x,x,o,b,jogando
b,b,x,b,b,o,x,x,b,jogando
b,b,x,b,b,o,b,x,x,jogando
b,b,x,b,b,b,x,o,x,jogando
b,b,x,b,b,x,x,o,o,jogando
b,b,x,b,b,x,b,o,b,jogando
b,b,x,b,b,o,x,o,x,jogando
b,b,x,b,b,b,b,o,x,jogando
b,b,o,b,b,x,o,x,b,jogando
b,b,o,b,b,x,b,o,x,jogando
b,b,o,b,b,x,x,o,x,jogando
b,o,o,b,b,x,o,x,x,jogando
b,b,b,x,b,x,o,o,x,jogando
b,b,b,b,o,x,b,o,b,jogando
x,b,b,b,o,x,b,o,x,jogando
b,b,b,b,o,b,x,o,x,jogando
b,b,x,b,b,o,x,x,o,jogando
b,b,x,o,b,o,x,o,x,jogando
b,b,x,b,b,o,b,b,x,jogando
b,b,o,b,b,x,o,x,o,jogando
b,b,o,b,b,o,o,x,x,jogando
b,b,o,b,b,x,o,x,x,jogando
b,b,o,b,b,x,o,x,b,jogando
b,b,o,b,b,x,o,b,x,jogando
b,b,b,b,b,o,x,x,b,jogando
b,b,b,b,o,o,x,b,x,jogando
b,b,x,b,b,x,o,b,o,jogando
b,x,x,b,b,x,b,o,o,jogando
b,b,x,b,b,o,b,x,o,jogando
b,b,x,b,b,b,x,o,o,jogando
b,b,x,b,b,b,o,x,o,jogando
b,b,x,b,b,b,b,b,o,jogando
b,b,x,o,b,x,o,o,b,jogando
b,b,x,o,b,x,o,b,o,jogando
b,b,x,b,b,o,o,b,x,jogando
b,b,x,b,b,b,o,o,x,jogando
b,b,x,b,b,b,o,b,b,jogando
b,b,x,b,b,x,o,x,b,jogando
b,b,x,b,b,o,b,x,x,jogando
b,b,x,b,b,b,x,x,o,jogando
b,b,x,b,b,b,o,x,x,jogando
b,b,x,b,b,x,o,x,o,jogando
b,b,x,b,b,x,o,b,b,jogando
b,b,x,b,b,o,o,x,x,jogando
b,b,x,b,b,b,o,x,b,jogando
b,b,x,b,b,x,x,o,o,jogando
b,x,x,b,o,x,o,x,o,jogando
b,b,x,b,b,o,x,x,o,jogando
b,b,x,b,b,b,x,b,o,jogando
b,b,o,x,b,x,x,b,o,jogando
b,b,o,x,b,x,o,x,b,jogando
b,x,o,b,b,x,o,b,x,jogando
o,b,o,b,b,x,b,x,o,jogando
b,b,o,b,b,b,o,x,x,jogando
b,b,o,b,b,x,o,b,x,jogando
b,b,o,b,b,x,x,x,o,jogando
o,x,o,b,b,x,o,x,x,jogando
b,b,b,b,b,x,o,x,o,jogando
b,b,b,b,b,x,b,b,o,jogando
b,b,b,b,b,b,x,b,o,jogando
b,x,b,x,o,b,b,x,o,jogando
b,b,b,b,x,x,o,o,x,jogando
b,b,b,b,b,b,o,b,x,jogando
b,b,b,b,o,x,o,x,x,jogando
b,b,b,b,b,x,o,b,x,jogando
b,b,b,b,b,b,o,x,x,jogando
b,b,b,b,b,x,x,b,o,jogando
b,b,b,b,b,x,b,x,o,jogando
b,x,b,b,b,b,x,x,o,jogando
b,b,x,b,b,x,x,o,b,jogando
b,b,x,b,o,x,x,b,o,jogando
b,o,x,b,b,x,b,x,o,jogando
b,b,x,b,b,b,x,x,o,jogando
b,b,x,b,b,b,x,o,x,jogando
b,b,x,b,b,x,o,x,b,jogando
b,b,x,b,b,b,o,x,x,jogando
b,b,o,b,b,o,x,x,b,jogando
b,b,o,b,b,o,b,x,x,jogando
b,o,o,b,x,b,x,o,x,jogando
b,b,o,b,b,b,x,b,b,jogando
b,b,o,b,x,b,o,x,x,jogando
b,b,o,b,b,b,b,x,b,jogando
b,b,o,b,b,b,b,b,x,jogando
b,b,o,b,b,x,x,b,x,jogando
b,b,o,b,b,x,o,x,x,jogando
b,o,o,x,b,x,b,x,b,jogando
b,b,o,b,b,x,b,b,x,jogando
b,b,o,b,b,b,x,x,b,jogando
o,b,o,b,b,b,x,b,x,jogando
b,b,o,b,b,b,b,x,x,jogando
b,b,o,b,b,x,b,x,x,jogando
b,b,o,b,b,x,x,x,o,jogando
b,b,o,b,b,x,x,o,x,jogando
b,b,o,b,x,x,x,b,b,jogando
o,b,o,b,x,x,o,x,x,jogando
b,o,o,b,b,x,b,x,b,jogando
b,o,o,b,b,x,b,b,x,jogando
b,b,o,b,b,b,x,x,b,jogando
b,o,o,b,b,b,x,b,x,jogando
b,o,o,b,b,x,x,b,x,jogando
b,b,o,b,b,x,b,x,x,jogando
o,b,b,x,o,x,x,o,x,jogando
b,b,b,b,b,x,o,x,x,jogando
b,b,x,b,b,x,x,o,o,jogando
b,b,x,b,b,x,o,x,o,jogando
b,b,x,x,b,x,b,b,o,jogando
b,b,x,b,b,o,x,x,o,jogando
b,b,x,b,b,b,x,b,o,jogando
b,b,x,o,b,x,o,x,o,jogando
b,b,x,b,b,x,o,b,b,jogando
b,b,x,b,b,o,o,x,x,jogando
b,b,x,o,x,b,o,x,b,jogando
b,b,x,b,x,b,o,b,x,jogando
b,b,x,b,b,x,x,x,o,jogando
b,b,x,o,b,x,o,x,b,jogando
b,b,x,b,b,b,o,x,x,jogando
b,b,x,b,b,x,x,b,o,jogando
b,b,x,b,b,b,x,x,o,jogando
b,b,o,x,b,x,o,x,x,jogando
b,b,o,b,b,x,o,x,x,jogando
o,b,b,b,b,x,b,x,o,jogando
b,b,b,b,b,b,x,x,o,jogando
b,b,b,b,b,x,o,x,b,jogando
o,b,b,b,b,x,o,b,x,jogando
b,b,b,b,b,b,o,x,x,jogando
b,b,b,b,b,x,o,x,x,jogando
b,b,b,b,b,x,x,x,o,jogando
b,x,x,b,b,o,x,o,x,jogando
b,b,x,b,b,o,x,b,b,jogando
b,b,x,b,b,o,o,x,x,jogando
b,b,o,x,b,x,o,x,o,jogando
b,b,o,b,b,x,o,o,x,jogando
b,b,o,b,b,x,o,b,x,jogando
b,x,o,b,b,b,o,x,x,jogando
b,b,b,b,b,o,x,x,b,jogando
b,b,b,b,b,o,x,b,x,jogando
b,b,b,b,b,o,b,x,x,jogando
b,b,x,x,b,x,x,o,o,jogando
b,b,x,b,b,o,x,o,x,jogando
b,b,x,b,b,b,x,o,b,jogando
b,b,x,b,o,b,b,o,x,jogando
b,b,x,b,b,x,x,o,b,jogando
b,b,x,b,b,b,x,o,x,jogando
b,b,o,b,b,x,x,o,x,jogando
b,b,o,b,b,x,o,x,x,jogando
b,b,b,x,o,x,x,o,b,jogando
b,o,b,x,b,x,b,o,x,jogando
b,b,b,b,b,b,x,o,x,jogando
b,o,b,b,b,x,x,o,x,jogando
b,b,x,b,b,o,x,x,b,jogando
b,b,x,b,o,o,x,b,x,jogando
b,b,o,x,b,x,o,b,x,jogando
b,b,o,x,b,b,o,x,x,jogando
